cellIndex,x,y,z,vol,b,h0,material
1211,0.30236515,0,15.625,0.08340936,0,20,5
1212,0.33965404,0,15.625,0.105250675,0,20,5
1213,0.381541546,0,15.625,0.132811289,0,20,5
1214,0.428594788,0,15.625,0.167588839,0,20,5
1215,0.481450826,0,15.625,0.21147313,0,20,5
1216,0.540825284,0,15.625,0.266848824,0,20,5
1217,0.607522039,0,15.625,0.336725026,0,20,5
1218,0.682444107,0,15.625,0.424898792,0,20,5
1219,0.766605866,0,15.625,0.536161465,0,20,5
1220,0.861146793,0,15.625,0.676559035,0,20,5
1221,0.967346889,0,15.625,0.853720675,0,20,5
1222,1.086644009,0,15.625,1.07727331,0,20,5
1223,1.22065333,0,15.625,1.359364741,0,20,5
1224,1.371189222,0,15.625,1.715323755,0,20,5
1225,1.540289807,0,15.625,2.164493087,0,20,5
1226,1.730244557,0,15.625,2.7312805,0,20,5
1227,1.943625294,0,15.625,3.446485098,0,20,5
1228,2.183321004,0,15.625,4.348970943,0,20,5
1229,2.452576956,0,15.625,5.487778919,0,20,5
1230,2.755038637,0,15.625,6.924791602,0,20,5
1231,3.094801113,0,15.625,8.738095947,0,20,5
1232,3.476464467,0,15.625,11.02622652,0,20,5
1233,3.905196086,0,15.625,13.91351982,0,20,5
1234,4.386800617,0,15.625,17.55687076,0,20,5
1235,4.927798561,0,15.625,22.15425821,0,20,5
1236,5.535514553,0,15.625,27.95550321,0,20,5
1237,6.218176532,0,15.625,35.27584414,0,20,5
1238,6.98502714,0,15.625,44.51306674,0,20,5
1239,7.846448857,0,15.625,56.16911965,0,20,5
1240,8.814104575,0,15.625,70.87739025,0,20,5
1241,9.901095498,0,15.625,89.43712274,0,20,5
1242,11.12213853,0,15.625,112.8568489,0,20,5
1243,12.4937655,0,15.625,142.4091916,0,20,5
1244,14.03454705,0,15.625,179.7000187,0,20,5
1245,15.765344,0,15.625,226.7557054,0,20,5
1246,17.7095898,0,15.625,286.1332477,0,20,5
1247,19.89360784,0,15.625,361.0592081,0,20,5
1248,22.34696779,0,15.625,455.6050469,0,20,5
1249,25.10288598,0,15.625,574.9083644,0,20,5
1250,28.19867512,0,15.625,725.4520767,0,20,5
1251,31.67624946,0,15.625,915.4166963,0,20,5
1252,35.58269229,0,15.625,1155.124859,0,20,5
1253,39.97089341,0,15.625,1457.602254,0,20,5
1254,44.90026518,0,15.625,1839.285437,0,20,5
1255,50.43754697,0,15.625,2320.914989,0,20,5
1256,56.65770867,0,15.625,2928.662554,0,20,5
1257,63.6449658,0,15.625,3695.553002,0,20,5
1258,71.49391967,0,15.625,4663.258992,0,20,5
1259,80.31083817,0,15.625,5884.365457,0,20,5
1260,90.21509463,0,15.625,7425.227054,0,20,5
1261,101.3407839,0,15.625,9369.573866,0,20,5
1262,113.8385381,0,15.625,11823.06127,0,20,5
1263,127.8775657,0,15.625,14919.01125,0,20,5
1264,143.6479429,0,15.625,18825.65703,0,20,5
1265,161.3631865,0,15.625,23755.2849,0,20,5
1266,181.2631455,0,15.625,29975.76977,0,20,5
1267,203.6172476,0,15.625,37825.1314,0,20,5
1268,228.7281477,0,15.625,47729.90242,0,20,5
1269,256.9358254,0,15.625,60228.30589,0,20,5
1270,288.6221876,0,15.625,75999.50234,0,20,5
1271,324.2162398,0,15.625,95900.49514,0,20,5
1272,364.199894,0,15.625,121012.6999,0,20,5
1273,409.1144937,0,15.625,152700.7083,0,20,5
1274,459.5681431,0,15.625,192686.4398,0,20,5
1275,516.2439399,0,15.625,243142.7103,0,20,5
1276,579.9092246,0,15.625,306811.3026,0,20,5
1277,651.4259689,0,15.625,387151.954,0,20,5
1278,731.7624466,0,15.625,488530.3579,0,20,5
1279,822.0063426,0,15.625,616455.3948,0,20,5
1280,923.37948,0,15.625,777878.483,0,20,5
1281,1037.254361,0,15.625,981571.3179,0,20,5
1282,1165.172752,0,15.625,1238602.524,0,20,5
1283,1308.866555,0,15.625,1562939.12,0,20,5
1284,1470.281258,0,15.625,1972205.486,0,20,5
1285,1651.602272,0,15.625,2488641.068,0,20,5
1286,1855.284525,0,15.625,3140308.861,0,20,5
1287,2084.085695,0,15.625,3962620.351,0,20,5
1288,2341.103548,0,15.625,5000259.765,0,20,5
1289,2629.817879,0,15.625,6309612.202,0,20,5
1290,2954.137626,0,15.625,7961827.586,0,20,5
1291,3318.453792,0,15.625,10046686.94,0,20,5
1292,3727.698897,0,15.625,12677481.07,0,20,5
1293,4187.413759,0,15.625,15997166.75,0,20,5
1294,4703.822511,0,15.625,20186134.97,0,20,5
1295,5283.916873,0,15.625,25472013.35,0,20,5
1296,5935.550812,0,15.625,32142035.37,0,20,5
1297,6667.546876,0,15.625,40558648.57,0,20,5
1298,7489.815647,0,15.625,51179209.87,0,20,5
1299,8413.489919,0,15.625,64580838.24,0,20,5
1300,9451.075427,0,15.625,81491775.25,0,20,5
1301,0,0,16.875,0.039269908,1.25,20,1
1302,0.106166202,0,16.875,0.010283096,0,20,5
1303,0.119259046,0,16.875,0.012975795,0,20,5
1304,0.133966552,0,16.875,0.016373596,0,20,5
1305,0.150487848,0,16.875,0.020661135,0,20,5
1306,0.169046616,0,16.875,0.026071396,0,20,5
1307,0.189894127,0,16.875,0.03289837,0,20,5
1308,0.213312636,0,16.875,0.041513035,0,20,5
1309,0.239619211,0,16.875,0.052383509,0,20,5
1310,0.269170018,0,16.875,0.066100491,0,20,5
1311,0.30236515,0,16.875,0.08340936,0,20,5
1312,0.33965404,0,16.875,0.105250675,0,20,5
1313,0.381541546,0,16.875,0.132811289,0,20,5
1314,0.428594788,0,16.875,0.167588839,0,20,5
1315,0.481450826,0,16.875,0.21147313,0,20,5
1316,0.540825284,0,16.875,0.266848824,0,20,5
1317,0.607522039,0,16.875,0.336725026,0,20,5
1318,0.682444107,0,16.875,0.424898792,0,20,5
1319,0.766605866,0,16.875,0.536161465,0,20,5
1320,0.861146793,0,16.875,0.676559035,0,20,5
1321,0.967346889,0,16.875,0.853720675,0,20,5
1322,1.086644009,0,16.875,1.07727331,0,20,5
1323,1.22065333,0,16.875,1.359364741,0,20,5
1324,1.371189222,0,16.875,1.715323755,0,20,5
1325,1.540289807,0,16.875,2.164493087,0,20,5
1326,1.730244557,0,16.875,2.7312805,0,20,5
1327,1.943625294,0,16.875,3.446485098,0,20,5
1328,2.183321004,0,16.875,4.348970943,0,20,5
1329,2.452576956,0,16.875,5.487778919,0,20,5
1330,2.755038637,0,16.875,6.924791602,0,20,5
1331,3.094801113,0,16.875,8.738095947,0,20,5
1332,3.476464467,0,16.875,11.02622652,0,20,5
1333,3.905196086,0,16.875,13.91351982,0,20,5
1334,4.386800617,0,16.875,17.55687076,0,20,5
1335,4.927798561,0,16.875,22.15425821,0,20,5
1336,5.535514553,0,16.875,27.95550321,0,20,5
1337,6.218176532,0,16.875,35.27584414,0,20,5
1338,6.98502714,0,16.875,44.51306674,0,20,5
1339,7.846448857,0,16.875,56.16911965,0,20,5
1340,8.814104575,0,16.875,70.87739025,0,20,5
1341,9.901095498,0,16.875,89.43712274,0,20,5
1342,11.12213853,0,16.875,112.8568489,0,20,5
1343,12.4937655,0,16.875,142.4091916,0,20,5
1344,14.03454705,0,16.875,179.7000187,0,20,5
1345,15.765344,0,16.875,226.7557054,0,20,5
1346,17.7095898,0,16.875,286.1332477,0,20,5
1347,19.89360784,0,16.875,361.0592081,0,20,5
1348,22.34696779,0,16.875,455.6050469,0,20,5
1349,25.10288598,0,16.875,574.9083644,0,20,5
1350,28.19867512,0,16.875,725.4520767,0,20,5
1351,31.67624946,0,16.875,915.4166963,0,20,5
1352,35.58269229,0,16.875,1155.124859,0,20,5
1353,39.97089341,0,16.875,1457.602254,0,20,5
1354,44.90026518,0,16.875,1839.285437,0,20,5
1355,50.43754697,0,16.875,2320.914989,0,20,5
1356,56.65770867,0,16.875,2928.662554,0,20,5
1357,63.6449658,0,16.875,3695.553002,0,20,5
1358,71.49391967,0,16.875,4663.258992,0,20,5
1359,80.31083817,0,16.875,5884.365457,0,20,5
1360,90.21509463,0,16.875,7425.227054,0,20,5
1361,101.3407839,0,16.875,9369.573866,0,20,5
1362,113.8385381,0,16.875,11823.06127,0,20,5
1363,127.8775657,0,16.875,14919.01125,0,20,5
1364,143.6479429,0,16.875,18825.65703,0,20,5
1365,161.3631865,0,16.875,23755.2849,0,20,5
1366,181.2631455,0,16.875,29975.76977,0,20,5
1367,203.6172476,0,16.875,37825.1314,0,20,5
1368,228.7281477,0,16.875,47729.90242,0,20,5
1369,256.9358254,0,16.875,60228.30589,0,20,5
1370,288.6221876,0,16.875,75999.50234,0,20,5
1371,324.2162398,0,16.875,95900.49514,0,20,5
1372,364.199894,0,16.875,121012.6999,0,20,5
1373,409.1144937,0,16.875,152700.7083,0,20,5
1374,459.5681431,0,16.875,192686.4398,0,20,5
1375,516.2439399,0,16.875,243142.7103,0,20,5
1376,579.9092246,0,16.875,306811.3026,0,20,5
1377,651.4259689,0,16.875,387151.954,0,20,5
1378,731.7624466,0,16.875,488530.3579,0,20,5
1379,822.0063426,0,16.875,616455.3948,0,20,5
1380,923.37948,0,16.875,777878.483,0,20,5
1381,1037.254361,0,16.875,981571.3179,0,20,5
1382,1165.172752,0,16.875,1238602.524,0,20,5
1383,1308.866555,0,16.875,1562939.12,0,20,5
1384,1470.281258,0,16.875,1972205.486,0,20,5
1385,1651.602272,0,16.875,2488641.068,0,20,5
1386,1855.284525,0,16.875,3140308.861,0,20,5
1387,2084.085695,0,16.875,3962620.351,0,20,5
1388,2341.103548,0,16.875,5000259.765,0,20,5
1389,2629.817879,0,16.875,6309612.202,0,20,5
1390,2954.137626,0,16.875,7961827.586,0,20,5
1391,3318.453792,0,16.875,10046686.94,0,20,5
1392,3727.698897,0,16.875,12677481.07,0,20,5
1393,4187.413759,0,16.875,15997166.75,0,20,5
1394,4703.822511,0,16.875,20186134.97,0,20,5
1395,5283.916873,0,16.875,25472013.35,0,20,5
1396,5935.550812,0,16.875,32142035.37,0,20,5
1397,6667.546876,0,16.875,40558648.57,0,20,5
1398,7489.815647,0,16.875,51179209.87,0,20,5
1399,8413.489919,0,16.875,64580838.24,0,20,5
1400,9451.075427,0,16.875,81491775.25,0,20,5
1401,0,0,18.125,0.039269908,1.25,20,1
1402,0.106166202,0,18.125,0.010283096,0,20,5
1403,0.119259046,0,18.125,0.012975795,0,20,5
1404,0.133966552,0,18.125,0.016373596,0,20,5
1405,0.150487848,0,18.125,0.020661135,0,20,5
1406,0.169046616,0,18.125,0.026071396,0,20,5
1407,0.189894127,0,18.125,0.03289837,0,20,5
1408,0.213312636,0,18.125,0.041513035,0,20,5
1409,0.239619211,0,18.125,0.052383509,0,20,5
1410,0.269170018,0,18.125,0.066100491,0,20,5
1411,0.30236515,0,18.125,0.08340936,0,20,5
1412,0.33965404,0,18.125,0.105250675,0,20,5
1413,0.381541546,0,18.125,0.132811289,0,20,5
1414,0.428594788,0,18.125,0.167588839,0,20,5
1415,0.481450826,0,18.125,0.21147313,0,20,5
1416,0.540825284,0,18.125,0.266848824,0,20,5
1417,0.607522039,0,18.125,0.336725026,0,20,5
1418,0.682444107,0,18.125,0.424898792,0,20,5
1419,0.766605866,0,18.125,0.536161465,0,20,5
1420,0.861146793,0,18.125,0.676559035,0,20,5
1421,0.967346889,0,18.125,0.853720675,0,20,5
1422,1.086644009,0,18.125,1.07727331,0,20,5
1423,1.22065333,0,18.125,1.359364741,0,20,5
1424,1.371189222,0,18.125,1.715323755,0,20,5
1425,1.540289807,0,18.125,2.164493087,0,20,5
1426,1.730244557,0,18.125,2.7312805,0,20,5
1427,1.943625294,0,18.125,3.446485098,0,20,5
1428,2.183321004,0,18.125,4.348970943,0,20,5
1429,2.452576956,0,18.125,5.487778919,0,20,5
1430,2.755038637,0,18.125,6.924791602,0,20,5
1431,3.094801113,0,18.125,8.738095947,0,20,5
1432,3.476464467,0,18.125,11.02622652,0,20,5
1433,3.905196086,0,18.125,13.91351982,0,20,5
1434,4.386800617,0,18.125,17.55687076,0,20,5
1435,4.927798561,0,18.125,22.15425821,0,20,5
1436,5.535514553,0,18.125,27.95550321,0,20,5
1437,6.218176532,0,18.125,35.27584414,0,20,5
1438,6.98502714,0,18.125,44.51306674,0,20,5
1439,7.846448857,0,18.125,56.16911965,0,20,5
1440,8.814104575,0,18.125,70.87739025,0,20,5
1441,9.901095498,0,18.125,89.43712274,0,20,5
1442,11.12213853,0,18.125,112.8568489,0,20,5
1443,12.4937655,0,18.125,142.4091916,0,20,5
1444,14.03454705,0,18.125,179.7000187,0,20,5
1445,15.765344,0,18.125,226.7557054,0,20,5
1446,17.7095898,0,18.125,286.1332477,0,20,5
1447,19.89360784,0,18.125,361.0592081,0,20,5
1448,22.34696779,0,18.125,455.6050469,0,20,5
1449,25.10288598,0,18.125,574.9083644,0,20,5
1450,28.19867512,0,18.125,725.4520767,0,20,5
1451,31.67624946,0,18.125,915.4166963,0,20,5
1452,35.58269229,0,18.125,1155.124859,0,20,5
1453,39.97089341,0,18.125,1457.602254,0,20,5
1454,44.90026518,0,18.125,1839.285437,0,20,5
1455,50.43754697,0,18.125,2320.914989,0,20,5
1456,56.65770867,0,18.125,2928.662554,0,20,5
1457,63.6449658,0,18.125,3695.553002,0,20,5
1458,71.49391967,0,18.125,4663.258992,0,20,5
1459,80.31083817,0,18.125,5884.365457,0,20,5
1460,90.21509463,0,18.125,7425.227054,0,20,5
1461,101.3407839,0,18.125,9369.573866,0,20,5
1462,113.8385381,0,18.125,11823.06127,0,20,5
1463,127.8775657,0,18.125,14919.01125,0,20,5
1464,143.6479429,0,18.125,18825.65703,0,20,5
1465,161.3631865,0,18.125,23755.2849,0,20,5
1466,181.2631455,0,18.125,29975.76977,0,20,5
1467,203.6172476,0,18.125,37825.1314,0,20,5
1468,228.7281477,0,18.125,47729.90242,0,20,5
1469,256.9358254,0,18.125,60228.30589,0,20,5
1470,288.6221876,0,18.125,75999.50234,0,20,5
1471,324.2162398,0,18.125,95900.49514,0,20,5
1472,364.199894,0,18.125,121012.6999,0,20,5
1473,409.1144937,0,18.125,152700.7083,0,20,5
1474,459.5681431,0,18.125,192686.4398,0,20,5
1475,516.2439399,0,18.125,243142.7103,0,20,5
1476,579.9092246,0,18.125,306811.3026,0,20,5
1477,651.4259689,0,18.125,387151.954,0,20,5
1478,731.7624466,0,18.125,488530.3579,0,20,5
1479,822.0063426,0,18.125,616455.3948,0,20,5
1480,923.37948,0,18.125,777878.483,0,20,5
1481,1037.254361,0,18.125,981571.3179,0,20,5
1482,1165.172752,0,18.125,1238602.524,0,20,5
1483,1308.866555,0,18.125,1562939.12,0,20,5
1484,1470.281258,0,18.125,1972205.486,0,20,5
1485,1651.602272,0,18.125,2488641.068,0,20,5
1486,1855.284525,0,18.125,3140308.861,0,20,5
1487,2084.085695,0,18.125,3962620.351,0,20,5
1488,2341.103548,0,18.125,5000259.765,0,20,5
1489,2629.817879,0,18.125,6309612.202,0,20,5
1490,2954.137626,0,18.125,7961827.586,0,20,5
1491,3318.453792,0,18.125,10046686.94,0,20,5
1492,3727.698897,0,18.125,12677481.07,0,20,5
1493,4187.413759,0,18.125,15997166.75,0,20,5
1494,4703.822511,0,18.125,20186134.97,0,20,5
1495,5283.916873,0,18.125,25472013.35,0,20,5
1496,5935.550812,0,18.125,32142035.37,0,20,5
1497,6667.546876,0,18.125,40558648.57,0,20,5
1498,7489.815647,0,18.125,51179209.87,0,20,5
1499,8413.489919,0,18.125,64580838.24,0,20,5
1500,9451.075427,0,18.125,81491775.25,0,20,5
1501,0,0,19.375,0.039269908,1.25,20,1
1502,0.106166202,0,19.375,0.010283096,0,20,5
1503,0.119259046,0,19.375,0.012975795,0,20,5
1504,0.133966552,0,19.375,0.016373596,0,20,5
1505,0.150487848,0,19.375,0.020661135,0,20,5
1506,0.169046616,0,19.375,0.026071396,0,20,5
1507,0.189894127,0,19.375,0.03289837,0,20,5
1508,0.213312636,0,19.375,0.041513035,0,20,5
1509,0.239619211,0,19.375,0.052383509,0,20,5
1510,0.269170018,0,19.375,0.066100491,0,20,5
1511,0.30236515,0,19.375,0.08340936,0,20,5
1512,0.33965404,0,19.375,0.105250675,0,20,5
1513,0.381541546,0,19.375,0.132811289,0,20,5
1514,0.428594788,0,19.375,0.167588839,0,20,5
1515,0.481450826,0,19.375,0.21147313,0,20,5
1516,0.540825284,0,19.375,0.266848824,0,20,5
1517,0.607522039,0,19.375,0.336725026,0,20,5
1518,0.682444107,0,19.375,0.424898792,0,20,5
1519,0.766605866,0,19.375,0.536161465,0,20,5
1520,0.861146793,0,19.375,0.676559035,0,20,5
1521,0.967346889,0,19.375,0.853720675,0,20,5
1522,1.086644009,0,19.375,1.07727331,0,20,5
1523,1.22065333,0,19.375,1.359364741,0,20,5
1524,1.371189222,0,19.375,1.715323755,0,20,5
1525,1.540289807,0,19.375,2.164493087,0,20,5
1526,1.730244557,0,19.375,2.7312805,0,20,5
1527,1.943625294,0,19.375,3.446485098,0,20,5
1528,2.183321004,0,19.375,4.348970943,0,20,5
1529,2.452576956,0,19.375,5.487778919,0,20,5
1530,2.755038637,0,19.375,6.924791602,0,20,5
1531,3.094801113,0,19.375,8.738095947,0,20,5
1532,3.476464467,0,19.375,11.02622652,0,20,5
1533,3.905196086,0,19.375,13.91351982,0,20,5
1534,4.386800617,0,19.375,17.55687076,0,20,5
1535,4.927798561,0,19.375,22.15425821,0,20,5
1536,5.535514553,0,19.375,27.95550321,0,20,5
1537,6.218176532,0,19.375,35.27584414,0,20,5
1538,6.98502714,0,19.375,44.51306674,0,20,5
1539,7.846448857,0,19.375,56.16911965,0,20,5
1540,8.814104575,0,19.375,70.87739025,0,20,5
1541,9.901095498,0,19.375,89.43712274,0,20,5
1542,11.12213853,0,19.375,112.8568489,0,20,5
1543,12.4937655,0,19.375,142.4091916,0,20,5
1544,14.03454705,0,19.375,179.7000187,0,20,5
1545,15.765344,0,19.375,226.7557054,0,20,5
1546,17.7095898,0,19.375,286.1332477,0,20,5
1547,19.89360784,0,19.375,361.0592081,0,20,5
1548,22.34696779,0,19.375,455.6050469,0,20,5
1549,25.10288598,0,19.375,574.9083644,0,20,5
1550,28.19867512,0,19.375,725.4520767,0,20,5
1551,31.67624946,0,19.375,915.4166963,0,20,5
1552,35.58269229,0,19.375,1155.124859,0,20,5
1553,39.97089341,0,19.375,1457.602254,0,20,5
1554,44.90026518,0,19.375,1839.285437,0,20,5
1555,50.43754697,0,19.375,2320.914989,0,20,5
1556,56.65770867,0,19.375,2928.662554,0,20,5
1557,63.6449658,0,19.375,3695.553002,0,20,5
1558,71.49391967,0,19.375,4663.258992,0,20,5
1559,80.31083817,0,19.375,5884.365457,0,20,5
1560,90.21509463,0,19.375,7425.227054,0,20,5
1561,101.3407839,0,19.375,9369.573866,0,20,5
1562,113.8385381,0,19.375,11823.06127,0,20,5
1563,127.8775657,0,19.375,14919.01125,0,20,5
1564,143.6479429,0,19.375,18825.65703,0,20,5
1565,161.3631865,0,19.375,23755.2849,0,20,5
1566,181.2631455,0,19.375,29975.76977,0,20,5
1567,203.6172476,0,19.375,37825.1314,0,20,5
1568,228.7281477,0,19.375,47729.90242,0,20,5
1569,256.9358254,0,19.375,60228.30589,0,20,5
1570,288.6221876,0,19.375,75999.50234,0,20,5
1571,324.2162398,0,19.375,95900.49514,0,20,5
1572,364.199894,0,19.375,121012.6999,0,20,5
1573,409.1144937,0,19.375,152700.7083,0,20,5
1574,459.5681431,0,19.375,192686.4398,0,20,5
1575,516.2439399,0,19.375,243142.7103,0,20,5
1576,579.9092246,0,19.375,306811.3026,0,20,5
1577,651.4259689,0,19.375,387151.954,0,20,5
1578,731.7624466,0,19.375,488530.3579,0,20,5
1579,822.0063426,0,19.375,616455.3948,0,20,5
1580,923.37948,0,19.375,777878.483,0,20,5
1581,1037.254361,0,19.375,981571.3179,0,20,5
1582,1165.172752,0,19.375,1238602.524,0,20,5
1583,1308.866555,0,19.375,1562939.12,0,20,5
1584,1470.281258,0,19.375,1972205.486,0,20,5
1585,1651.602272,0,19.375,2488641.068,0,20,5
1586,1855.284525,0,19.375,3140308.861,0,20,5
1587,2084.085695,0,19.375,3962620.351,0,20,5
1588,2341.103548,0,19.375,5000259.765,0,20,5
1589,2629.817879,0,19.375,6309612.202,0,20,5
1590,2954.137626,0,19.375,7961827.586,0,20,5
1591,3318.453792,0,19.375,10046686.94,0,20,5
1592,3727.698897,0,19.375,12677481.07,0,20,5
1593,4187.413759,0,19.375,15997166.75,0,20,5
1594,4703.822511,0,19.375,20186134.97,0,20,5
1595,5283.916873,0,19.375,25472013.35,0,20,5
1596,5935.550812,0,19.375,32142035.37,0,20,5
1597,6667.546876,0,19.375,40558648.57,0,20,5
1598,7489.815647,0,19.375,51179209.87,0,20,5
1599,8413.489919,0,19.375,64580838.24,0,20,5
1600,9451.075427,0,19.375,81491775.25,0,20,5
1601,10000,0,10,1.00E+30,20,20,2
